college_name,city,district,state,country,college_type,ownership,established_year,official_website,official_admission_url,ug_fee_inr,pg_fee_inr,Rating,Academic,Faculty,Infrastructure,Accommodation,Placement,Social_Life,nirf_2025_rank,College_Name,State,UG_fee,PG_fee,nirf_2025_ss,nirf_2025_fsr,nirf_2025_fqe,nirf_2025_fru,nirf_2025_pu,nirf_2025_qp,nirf_2025_ipr,nirf_2025_fppp,nirf_2025_gph,nirf_2025_gue,nirf_2025_ms,nirf_2025_gphd,affiliation,autonomous_status,naac_grade,accreditation,official_contact_email,official_phone,address,maps_url,campus_area_acres,hostel_available,hostel_fee_inr,library_available,labs_available,sports_facilities,clubs_societies,average_package_lpa,highest_package_lpa,median_package_lpa,placement_rate_percent,placement_year,recruiter_count,top_recruiters,internship_info,placement_source_url,placement_source_year,review_score_5,review_count,review_source,review_source_url,review_year,courses,popular_branches,degree_types,course_duration,entrance_exams,eligibility,cutoff_info,admission_process,application_url,fees_source_url,fees_source_year,college_description,pros,cons,collegeiq_score,data_last_verified,existing_dataset_source,nirf_source,data_status,online_verification_status,online_verification_note
Punjab Engineering College University of Technology,,,Chandigarh,India,,,,,,96750,93500,8.0,7.9,7.6,7.7,7.3,8.4,9.0,,Punjab Engineering College University of Technology ,Chandigarh,"96,750","93,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"University Institute of Engineering, Chandigarh University",,,Chandigarh,India,,,,,,160000,80000,8.4,8.6,8.1,8.7,7.9,8.7,8.3,,"University Institute of Engineering, Chandigarh University ",Chandigarh,"1,60,000","80,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technical Teachers Training and,,,Chandigarh,India,,,,,,44696,24500,7.7,7.7,8.6,7.7,6.7,7.7,8.0,,National Institute of Technical Teachers Training and ,Chandigarh,"44,696","24,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
University Institute of Engineering and Technology -[UIET],,,Chandigarh,India,,,,,,82197,16160,7.4,7.5,7.4,7.0,7.5,7.0,8.2,,"University Institute of Engineering and Technology -[UIET], ",Chandigarh,"82,197","16,160",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Chandigarh College of Engineering and Technology,,,Chandigarh,India,,,,,,64240,,6.9,7.2,7.1,6.9,6.4,6.5,7.3,,Chandigarh College of Engineering and Technology ,Chandigarh,"64,240",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Apex Institute of Technology,,,Chandigarh,India,,,,,,210000,,,,,,,,,,Apex Institute of Technology ,Chandigarh,"2,10,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"IITT Institutions, Chandigarh",,,Chandigarh,India,,,,,,80750,78150,,,,,,,,,"IITT Institutions, Chandigarh ",Chandigarh,"80,750","78,150",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Dr. S. S. Bhatnagar University Institute of,,,Chandigarh,India,,,,,,394000,30355,7.1,7.0,6.9,5.7,7.9,7.1,8.0,,Dr. S. S. Bhatnagar University Institute of ,Chandigarh,"3,94,000","30,355",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Swami Vivekanand Institute of Engineering & Technology,,,Chandigarh,India,,,,,,88960,70000,7.6,8.3,7.4,8.1,6.9,7.4,7.2,,Swami Vivekanand Institute of Engineering & Technology ,Chandigarh,"88,960","70,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Gurukul Vidyapeeth, Chandigarh",,,Chandigarh,India,,,,,,,,3.5,5.0,4.0,3.0,3.0,2.0,4.0,,"Gurukul Vidyapeeth, Chandigarh ",Chandigarh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Morph Academy, Chandigarh",,,Chandigarh,India,,,,,,170000,,8.3,9.0,9.0,8.5,6.0,8.5,9.0,,"Morph Academy, Chandigarh ",Chandigarh,"1,70,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indo Swiss Training Centre,,,Chandigarh,India,,,,,,51000,51000,8.6,8.3,9.2,8.8,8.5,8.5,8.0,,Indo Swiss Training Centre ,Chandigarh,"51,000","51,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Artex Informatic Solutions, Chandigarh",,,Chandigarh,India,,,,,,,,,,,,,,,,"Artex Informatic Solutions, Chandigarh ",Chandigarh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Swami Vivekanand Polytechnic College,,,Chandigarh,India,,,,,,32840,,,,,,,,,,Swami Vivekanand Polytechnic College ,Chandigarh,"32,840",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"PG Government College for Girls, Chandigarh",,,Chandigarh,India,,,,,,55260,,8.1,7.7,8.9,8.3,7.4,8.2,8.0,,"PG Government College for Girls, Chandigarh ",Chandigarh,"55,260",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Industrial Training Institute,,,Chandigarh,India,,,,,,,,,,,,,,,,Government Industrial Training Institute ,Chandigarh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Polytechnic for Women,,,Chandigarh,India,,,,,,7225,7225,,,,,,,,,Government Polytechnic for Women ,Chandigarh,"7,225","7,225",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Longowal Polytechnic College, Chandigarh",,,Chandigarh,India,,,,,,,,,,,,,,,,"Longowal Polytechnic College, Chandigarh ",Chandigarh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Universal Polytechnic College, Chandigarh",,,Chandigarh,India,,,,,,,,,,,,,,,,"Universal Polytechnic College, Chandigarh ",Chandigarh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Swami Vivekanand Industrial Training Centre,,,Chandigarh,India,,,,,,15960,,,,,,,,,,Swami Vivekanand Industrial Training Centre ,Chandigarh,"15,960",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Swami Vivekanand Group Of Institutes,,,Chandigarh,India,,,,,,88960,75000,8.5,9.0,,9.0,7.8,8.1,,,Swami Vivekanand Group Of Institutes ,Chandigarh,"88,960","75,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,Goa,India,,,,,,144400,89400,7.3,8.3,8.4,5.6,6.0,7.9,7.6,,National Institute of Technology ,Goa,"1,44,400","89,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Indian Institute of Technology,,,Goa,India,,,,,,229900,32019,8.0,8.4,8.5,7.9,7.9,7.0,8.4,,Indian Institute of Technology ,Goa,"2,29,900","32,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Birla Institute of Technology and Science,,,Goa,India,,,,,,399475,399475,8.5,8.4,7.8,8.7,8.3,8.7,8.9,,Birla Institute of Technology and Science ,Goa,"3,99,475","3,99,475",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Goa College of Engineering,,,Goa,India,,,,,,59500,57375,7.5,7.6,7.3,8.0,6.7,6.7,8.6,,Goa College of Engineering ,Goa,"59,500","57,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Padre Conceicao College of Engineering, Salcete",,,Goa,India,,,,,,130000,83500,6.6,7.4,7.6,6.7,4.2,6.8,6.9,,"Padre Conceicao College of Engineering, Salcete ",Goa,"1,30,000","83,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Centre for Antarctic and Ocean Research,,,Goa,India,,,,,,,,9.2,9.0,,,9.0,,,,National Centre for Antarctic and Ocean Research ,Goa,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa",,,Goa,India,,,,,,102300,,6.6,6.6,6.8,6.2,5.9,7.2,6.8,,"Shree Rayeshwar Institute of Engineering and Information Technology, North Goa ",Goa,"1,02,300",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Oceanography,,,Goa,India,,,,,,14000,14000,8.8,9.5,8.9,9.3,8.8,8.3,8.2,,National Institute of Oceanography ,Goa,"14,000","14,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Goa University, North Goa",,,Goa,India,,,,,,17290,,7.9,8.6,7.8,7.7,7.4,8.0,7.6,,"Goa University, North Goa ",Goa,"17,290",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
International Institute of Hotel Management,,,Goa,India,,,,,,,,8.7,8.5,8.9,8.5,8.5,9.1,8.6,,International Institute of Hotel Management ,Goa,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic, Bicholim",,,Goa,India,,,,,,,,,,,,,,,,"Government Polytechnic, Bicholim ",Goa,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Agnel Polytechnic, South Goa",,,Goa,India,,,,,,37200,37200,,,,,,,,,"Agnel Polytechnic, South Goa ",Goa,"37,200","37,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic, Curchorem",,,Goa,India,,,,,,16000,,,,,,,,,,"Government Polytechnic, Curchorem ",Goa,"16,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Polytechnic,,,Goa,India,,,,,,42300,42300,,,,,,,,,Government Polytechnic ,Goa,"42,300","42,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
North Eastern Regional Institute of Science and Technology,,,Arunachal pradesh,India,,,,,,20470,29640,6.9,7.8,7.2,6.5,6.7,5.1,8.3,,North Eastern Regional Institute of Science and Technology ,Arunachal pradesh,"20,470","29,640",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
National Institute of Technology,,,Arunachal pradesh,India,,,,,,145600,92172,7.3,7.4,7.7,6.5,7.1,7.4,7.8,,National Institute of Technology ,Arunachal pradesh,"1,45,600","92,172",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Arunodaya University, Itanagar",,,Arunachal pradesh,India,,,,,,,,8.4,9.0,8.2,9.0,8.5,7.5,7.9,,"Arunodaya University, Itanagar ",Arunachal pradesh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Himalayan University,,,Arunachal pradesh,India,,,,,,81000,,8.6,8.6,8.9,9.1,8.0,8.1,9.0,,Himalayan University ,Arunachal pradesh,"81,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Apex Professional University,,,Arunachal pradesh,India,,,,,,70000,87000,7.4,7.5,7.5,7.5,7.5,7.5,7.0,,Apex Professional University ,Arunachal pradesh,"70,000","87,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Rajiv Gandhi University,,,Arunachal pradesh,India,,,,,,19850,16800,7.0,7.4,7.7,7.6,6.6,5.4,7.2,,Rajiv Gandhi University ,Arunachal pradesh,"19,850","16,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Arunachal University of Studies,,,Arunachal pradesh,India,,,,,,25000,32000,8.3,8.7,8.4,8.1,7.9,8.2,8.4,,Arunachal University of Studies ,Arunachal pradesh,"25,000","32,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
North East Frontier Technical University,,,Arunachal pradesh,India,,,,,,,,8.3,9.0,8.5,8.2,7.6,8.7,8.0,,North East Frontier Technical University ,Arunachal pradesh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Venkateshwara Open University,,,Arunachal pradesh,India,,,,,,10000,,7.9,8.3,8.5,7.5,7.3,7.8,8.2,,Venkateshwara Open University ,Arunachal pradesh,"10,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Tomi Polytechnic College, Basar",,,Arunachal pradesh,India,,,,,,45000,,,,,,,,,,"Tomi Polytechnic College, Basar ",Arunachal pradesh,"45,000",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic Laying, Itanagar",,,Arunachal pradesh,India,,,,,,,,,,,,,,,,"Government Polytechnic Laying, Itanagar ",Arunachal pradesh,--,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
"Government Polytechnic Roing, Roing",,,Arunachal pradesh,India,,,,,,15050,,,,,,,,,,"Government Polytechnic Roing, Roing ",Arunachal pradesh,"15,050",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
Government Polytechnic,,,Arunachal pradesh,India,,,,,,15350,,,,,,,,,,Government Polytechnic ,Arunachal pradesh,"15,350",--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indian_Engineering_Colleges_Dataset.csv,NIRF_2025_Scores_with_Rank.csv,Existing dataset + NIRF 2025 where conservatively matched,Not yet verified,Populate only from authoritative/current sources; do not infer missing values.
